fiscal_year,payroll_number,agency_name,agency_start_date,work_location_borough,title_description,leave_status,base_salary,pay_basis,regular_hours,regular_gross_paid,ot_hours,total_ot_paid,total_other_pay,is_manager,is_violation
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2315.75,41765.92,1980.23,62348.37,7541.79,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/22/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ON LEAVE,41617,per Annum,1840.57,31967.6,157.25,4468.55,4751.22,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2299.25,42289.85,262.75,7393.06,4683.57,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2368.5,42559.7,199.75,4734.34,7775.84,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2272.5,41182.8,280,8758.85,5487.37,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2332,39874.26,132,3330.4,6113.45,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/22/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2275.5,42436.53,62.5,1072.2,5752,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2320.75,41323.33,258.5,7274.74,5661.79,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2298.75,41385.15,426,13035.48,4640.34,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/22/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2296.75,42294.87,66.75,1047.02,5673.22,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2401,38797.07,183.12,3910.31,7511.87,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ON LEAVE,41617,per Annum,2201.75,40955.46,169,4310.45,5334.08,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ON LEAVE,41617,per Annum,2250,32851.27,226.75,5913,3788.41,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/22/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2297.5,43052.25,170.58,4546.76,6093.22,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/22/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2290.5,42059.85,73,2711.08,5912.45,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,CEASED,41617,per Annum,852,15674.84,9,312.02,3604.13,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/22/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2207.5,41933.93,205.5,6658.66,5338.47,FALSE,FALSE
2025,57,FIRE DEPARTMENT,6/3/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2249.75,40789.6,178.25,4869.28,5439.41,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2289.5,42946.51,4,1107.07,6212.87,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2319.5,42366.49,138.5,4659.92,6159.25,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2293.75,41454.78,65.25,2849.32,5692.14,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2345.5,42449.32,213.75,5381.43,4939.34,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2233.5,39911.83,184,4775.03,4332.56,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2293.5,43782.23,439,14327.5,5544.4,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2297.25,41527.17,106,2045.77,6859.52,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2293.75,42022.88,92,1608.29,6978.74,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/22/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2290,43516.78,80,2008.17,6394.58,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2296.75,41632.34,145.25,3981.56,4738.52,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/22/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2341.25,43812.4,259.25,7149.29,5792.01,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2400,43013.89,273.25,5854.34,5442.44,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2330.75,43494.64,157.75,4276.28,5698.49,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2295,41882.85,364.5,11208.74,4899.23,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/22/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2309.82,41185.02,113.25,4218.07,5667.28,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2293.75,41482.86,75.9,1635,7146.89,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/22/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2392,42982.9,355.5,10251.75,7817.54,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/22/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2126.5,30313.36,14.5,362.39,4149.39,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2392,44289.18,435.5,11768.67,5251.3,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2323.25,42350.44,189,4896.17,6794.62,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/22/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2298.75,42936.63,521.5,17176.59,7014.34,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/22/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2195.08,24583.53,20.58,336.93,2637.31,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2334.25,43740.45,350,11383.18,6530.57,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,CEASED,41617,per Annum,1701.5,32037.3,113.25,3257.16,8231.69,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/22/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2399.5,44455.38,85.33,1563.58,6745.61,FALSE,FALSE
2025,57,FIRE DEPARTMENT,6/3/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2284.75,38918.5,254.5,8063.97,4776.66,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2080,39124.88,0,44.45,3971.48,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2297.5,41526.57,72,2487.24,6528.3,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2391,41256.71,248.75,6507.64,7711.02,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2293.75,41482.86,170.5,4846.73,4796.56,FALSE,FALSE
2025,57,FIRE DEPARTMENT,6/3/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2235,40875.9,29.25,1314.73,4720.43,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2303.75,40418.52,255.75,7992.44,5172.19,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2337.5,42117.41,219.75,5843.23,4205.06,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2226.25,41523.71,31,594.5,4759.6,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2293.75,41453.29,282,8505.92,6907.44,FALSE,FALSE
2025,57,FIRE DEPARTMENT,6/3/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2301,41677.41,174.75,3825.42,5611.48,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/22/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2372,42725.7,61.5,1392.41,4662.69,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2275,36478.2,204.75,6407.62,6115.42,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2295,43328.31,81.5,1404.66,6503.57,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2297.5,41693.36,19,910.62,5317.95,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,CEASED,41617,per Annum,360,6189.27,42,1272.56,984,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ON LEAVE,41617,per Annum,1891,36123.5,51.25,1416.76,4922.12,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2283.5,42307.94,888.5,28394.18,6779.63,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2290,41374.98,113.92,3256.16,5035.12,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/22/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2287.25,41641.41,121.5,4104.96,5176.8,FALSE,FALSE
2025,57,FIRE DEPARTMENT,6/3/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2235,40875.9,164.75,4608.98,3990.22,FALSE,FALSE
2025,57,FIRE DEPARTMENT,6/3/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2264.27,40535.02,30.48,953.17,4458.64,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2328.75,42267.02,64.75,1002.59,6362.76,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2223.75,38205.99,22.75,532.53,5191.66,FALSE,FALSE
2025,57,FIRE DEPARTMENT,3/18/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2320,42571.24,219,5544.25,6087.48,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2292.25,41639.03,67.5,1162.23,5052.49,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2362.25,42529.94,155.5,3840.2,4799.36,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,1469.75,20034.6,182.75,5309.92,2090.49,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2282,41549.13,71.25,1012.7,4586.06,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/22/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2294.75,41678.59,92.75,1459.11,7470.97,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2316,42145,425,11418.2,7074.79,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,CEASED,41617,per Annum,480,2237.1,0,0,86.5,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2297.5,41556.14,104,2069.71,7322.03,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2295.25,41711.44,68.75,1255.3,6560.12,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2380,41192.68,591.67,16530.79,7131.96,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2302.75,41536.01,76.25,2263.05,5514.84,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2340.5,41600.58,185.5,4988.73,4584.74,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,CEASED,41617,per Annum,1100,15240.07,20.25,523.43,1800.54,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2197.75,40309.55,62.25,1050.23,5146.99,FALSE,FALSE
2025,57,FIRE DEPARTMENT,6/3/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2226.53,39674.4,151,4061.11,4800.11,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/22/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2285,37141.72,38.5,1469.42,6916.45,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2103.25,39688.47,132.5,3214.23,4150.91,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2345,44123.55,555.75,17086.03,8394.32,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2290.25,40450.97,137.5,4086.44,5203.74,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2213.75,41341.5,27,407.83,6743.33,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2304,41439.29,242.73,6761.12,6385.42,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2298.33,43107.09,174.25,5835.85,5194.09,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2315.25,42205.72,91.25,1511.66,6743.81,FALSE,FALSE
2025,57,FIRE DEPARTMENT,6/3/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2230.2,40497.09,166.75,4780.04,4032.91,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/22/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2308.25,42556.17,48.75,1659.02,6039,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2392,42830.54,194.75,4768.21,4635.68,FALSE,FALSE
2025,57,FIRE DEPARTMENT,4/22/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2289.5,41686.38,77.25,1848.83,5230.58,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2304.25,41857.8,482.75,15306.5,6739.37,FALSE,FALSE
2025,57,FIRE DEPARTMENT,6/3/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2235,40852.18,16.5,1179.79,5419.04,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2279.25,41767.21,76.75,3053.55,4843.34,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/22/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2392,44450.28,266.75,6495.61,5754.65,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2322.5,41793.02,148.75,3211.34,5680.79,FALSE,FALSE
2025,57,FIRE DEPARTMENT,6/21/2021,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2295,44041.19,108.25,4063.43,3340.6,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/22/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2274.25,42289.32,37.5,744.64,5838.5,FALSE,FALSE
2025,57,FIRE DEPARTMENT,6/3/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2228.25,40939.41,265,8034.04,3897.39,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2218.5,40196.14,64.5,2586.42,7007.3,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2376,43652.33,241.25,6212.72,7533.21,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/22/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,1919.5,35512.14,64.75,1124.43,4881.91,FALSE,FALSE
2025,57,FIRE DEPARTMENT,6/3/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2232.75,41173.75,39.88,694.71,4410.99,FALSE,FALSE
2025,57,FIRE DEPARTMENT,6/3/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2232.25,41203.65,176,5244.96,4207.91,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,CEASED,41617,per Annum,240,1607.1,0,0,132.19,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/22/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2341.5,43092.19,114.87,2530.8,6620.71,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2292.5,41624.28,202.45,5545.03,5530.95,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2276.73,36281,3.75,233.82,4891.31,FALSE,FALSE
2025,57,FIRE DEPARTMENT,6/3/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2237,40814.46,280.5,8931.84,4630.2,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2293.77,43139.37,63.75,920.26,6180.07,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2317.25,41898.46,347.93,9997.58,4827.38,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2297.5,41513.36,306.75,9670.28,6766.79,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2289.25,41816.65,217.75,6826.15,5390.16,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2400,40882.57,186.17,3488.37,3908.86,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2295,41812.72,98.17,3448.5,6465.9,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2348.25,41917.46,396.88,9769.71,5253.28,FALSE,FALSE
2025,57,FIRE DEPARTMENT,6/3/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2234.75,40871.01,317.62,9723.26,4871.45,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2337,43694.97,116.5,4054.6,7492.62,FALSE,FALSE
