fiscal_year,payroll_number,agency_name,agency_start_date,work_location_borough,title_description,leave_status,base_salary,pay_basis,regular_hours,regular_gross_paid,ot_hours,total_ot_paid,total_other_pay,is_manager,is_violation
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2354.25,42058.98,202.5,4650.52,7218.82,FALSE,FALSE
2025,57,FIRE DEPARTMENT,1/29/2024,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2296.25,41703.05,284,7334.99,5003.36,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2355.75,40761.49,191.25,5200.07,5307.13,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2085.72,42599.55,0,11.18,3204.53,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2388,42271.48,181.75,4574.3,4201,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2392,44605.68,115,1820.44,4495.49,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,41617,per Annum,2293.75,43050.98,219.5,7973.35,7534.78,FALSE,FALSE
2025,56,POLICE DEPARTMENT,12/14/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,39606.53,204.5,5858.34,1556.5,FALSE,FALSE
2025,56,POLICE DEPARTMENT,12/14/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,39606.53,1170.75,33875.37,2229.67,FALSE,FALSE
2025,56,POLICE DEPARTMENT,4/27/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,40231.3,447.75,13023.27,1655.48,FALSE,FALSE
2025,56,POLICE DEPARTMENT,4/27/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,40231.3,450,13076.56,1583.57,FALSE,FALSE
2025,56,POLICE DEPARTMENT,12/14/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,39606.53,414.25,11860.73,1575.33,FALSE,FALSE
2025,56,POLICE DEPARTMENT,12/14/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,39606.53,524.75,15154.18,1726.05,FALSE,FALSE
2025,56,POLICE DEPARTMENT,8/31/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,39606.53,541.25,15528.18,1664.36,FALSE,FALSE
2025,56,POLICE DEPARTMENT,4/27/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,40231.3,369.75,10782.98,1666.8,FALSE,FALSE
2025,56,POLICE DEPARTMENT,12/14/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,39606.53,247.25,7151.36,1577.74,FALSE,FALSE
2025,56,POLICE DEPARTMENT,4/27/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,40231.3,0,0,1500,FALSE,FALSE
2025,56,POLICE DEPARTMENT,4/27/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,39532.18,162,4720.9,1500,FALSE,FALSE
2025,56,POLICE DEPARTMENT,12/14/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,38626.2,124.75,3562.4,1524.75,FALSE,FALSE
2025,56,POLICE DEPARTMENT,4/27/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,40231.3,784.5,22831.14,1658.4,FALSE,FALSE
2025,56,POLICE DEPARTMENT,8/31/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,39606.53,490.75,14085.99,1575.33,FALSE,FALSE
2025,56,POLICE DEPARTMENT,4/27/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,40231.3,733.45,21297.39,1572.88,FALSE,FALSE
2025,56,POLICE DEPARTMENT,8/31/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,39606.53,626.5,17890.69,1500,FALSE,FALSE
2025,56,POLICE DEPARTMENT,8/31/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,39606.53,250.5,7180.66,1500,FALSE,FALSE
2025,56,POLICE DEPARTMENT,4/27/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,40231.3,191.25,5550.4,1607.18,FALSE,FALSE
2025,56,POLICE DEPARTMENT,4/27/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,40231.3,97,2831.61,1500,FALSE,FALSE
2025,56,POLICE DEPARTMENT,4/27/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,40231.3,646.45,18782.4,1739.05,FALSE,FALSE
2025,56,POLICE DEPARTMENT,10/1/2021,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,39606.53,321.25,9334.32,2246.49,FALSE,FALSE
2025,56,POLICE DEPARTMENT,4/27/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,40231.3,556.75,16218.5,1655.97,FALSE,FALSE
2025,56,POLICE DEPARTMENT,4/27/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,40231.3,757.5,22077.42,1713.78,FALSE,FALSE
2025,56,POLICE DEPARTMENT,8/31/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,39606.53,360.5,10302.49,1653.07,FALSE,FALSE
2025,56,POLICE DEPARTMENT,4/27/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,40231.3,287.5,8388.16,1661.31,FALSE,FALSE
2025,56,POLICE DEPARTMENT,8/31/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,39606.53,654.25,18694.31,1500,FALSE,FALSE
2025,56,POLICE DEPARTMENT,12/14/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,39606.53,411,11510.68,1650.66,FALSE,FALSE
2025,56,POLICE DEPARTMENT,12/14/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,39606.53,266.5,7646,1500,FALSE,FALSE
2025,56,POLICE DEPARTMENT,11/30/2021,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,40231.3,395,11466.1,1500,FALSE,FALSE
2025,56,POLICE DEPARTMENT,8/31/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,39606.53,177.5,5039.77,1500,FALSE,FALSE
2025,56,POLICE DEPARTMENT,4/27/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,40231.3,752.75,21838.99,1505.75,FALSE,FALSE
2025,56,POLICE DEPARTMENT,4/27/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,40231.3,163.75,4741.1,1500,FALSE,FALSE
2025,56,POLICE DEPARTMENT,4/27/2022,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41797,per Annum,2080,40231.3,886.25,25646.41,1583.57,FALSE,FALSE
2025,56,POLICE DEPARTMENT,11/30/2021,BRONX,SCHOOL SAFETY AGENT,ACTIVE,41848,per Annum,2080,40527.37,255.5,7512.5,1577.74,FALSE,FALSE
2025,827,DEPARTMENT OF SANITATION,11/6/2023,BRONX,CLERICAL ASSOCIATE MOST MAYORAL AG,ACTIVE,42287,per Annum,1820,40818.48,199,5750.43,3127.12,FALSE,FALSE
2025,56,POLICE DEPARTMENT,10/8/2019,BRONX,POLICE ADMINISTRATIVE AIDE,ACTIVE,42288,per Annum,405,9162.01,0,0,0,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2365.5,44818.49,559.58,17762.79,6337.02,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2293.75,43696.01,161.58,5779.76,5906.29,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2295,44125.07,257.5,9401.5,4751.65,FALSE,FALSE
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,1959.25,39762.23,84,2796.88,3160.26,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2286.5,43479.82,56.25,774.6,5663.5,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2392,45608.56,470.25,14920.25,5493.13,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2154,41271.81,42.5,1558.12,3719.67,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2297.5,43748.45,224.75,5940.77,6407.29,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,1986.75,38746.71,111.5,3742.08,6186.56,FALSE,FALSE
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2383.5,44730.43,284,8484.27,7540.59,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2370,45231.19,243.75,6609.84,7229.43,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2289.25,43504.04,752.5,23729.04,3693.53,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2298,43499.47,102.25,3310.56,6380.19,FALSE,FALSE
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2351,43738.85,177.67,5543.73,6920.74,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2290,43610.67,105.75,3648.4,7196.89,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2295,43929.3,294,9528.78,7714.29,FALSE,FALSE
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2392,45574.69,467.25,14699.91,9833.71,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2291,42318.78,63.5,2357.94,5679.37,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2385,44148.81,493,14678.96,7210.16,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2381,45549.92,157,2861.47,6933.74,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/13/2021,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2298.25,42819.11,53.5,1437.71,4737.36,FALSE,FALSE
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2252.5,44844.69,86.77,1705.92,5812.94,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2364,44593.63,509.75,14933.32,4262.52,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2403.75,43925.4,138,3250.97,7184.25,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2381.5,41238.92,167,4051.05,4207.36,FALSE,FALSE
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2397.25,44059.69,215.92,5567.15,5706.59,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2300,42073.79,392.25,11490.22,7435.74,FALSE,FALSE
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,CEASED,42357,per Annum,831,16152.94,15.25,397.46,2042.78,FALSE,FALSE
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2303.25,43915.22,114.5,4537.86,5367.45,FALSE,FALSE
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2297.75,44185.35,520,17307.59,7160,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2415.5,38991.94,204.5,5325.07,6839.98,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2319,43973.07,135,2927.28,6894.95,FALSE,FALSE
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2294,44401.94,198.75,6651.51,8081.4,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2384,42032.24,28.5,651.7,6820.83,FALSE,FALSE
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2375.57,44553.8,215,5432.89,6795.91,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2251.5,43972.67,81.5,2338.05,7282.81,FALSE,FALSE
2025,57,FIRE DEPARTMENT,6/22/2020,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2384,43434.46,654.25,19578.11,4952.94,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2381,45545.67,456,14545.47,5535.34,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ON LEAVE,42357,per Annum,2082,37655.79,189.25,5917.69,6829.73,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2400,45777.68,497.75,14844.36,6127.42,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2295,43773.11,181.5,5409.57,8016.57,FALSE,FALSE
2025,57,FIRE DEPARTMENT,6/22/2020,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ON LEAVE,42357,per Annum,756.5,1757.11,0,0,140.89,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2381,45549.92,363,10382.06,7208.63,FALSE,FALSE
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2365.5,45660.02,199.5,5669.97,7476.19,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2380,45524.7,294.43,8574.45,8254.33,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2224.75,656.04,0,0,28.73,FALSE,FALSE
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2133,42228.27,0,0,4419.84,FALSE,FALSE
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2392,46164.94,91,2089.92,9035.67,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,CEASED,42357,per Annum,1952.05,37258.76,79.5,2076.35,5365.53,FALSE,FALSE
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2297.5,44190.58,7.75,845.05,7111.48,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2292.75,42691.33,265,9065.27,6674.8,FALSE,FALSE
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2392,45574.69,291.5,7582.18,7809.35,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2289.75,43834.42,139.5,4468.96,7234.54,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2287.5,43691.65,451.23,14345.62,6649.08,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,1616,32180.31,8,91.39,3197.51,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2297.5,43673.68,7.75,205.11,6951.93,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2289,44715.23,469.57,16027.32,7910.77,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2289,44463.67,103.75,2349.26,8074.79,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2392,44137.34,230.75,5883.91,4843.45,FALSE,FALSE
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2392,45578.94,734,21041.87,4210.82,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2340.25,44814.93,1219.25,38887.78,4101.98,FALSE,FALSE
2025,57,FIRE DEPARTMENT,9/13/2021,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,CEASED,42357,per Annum,536.83,6097.09,0,0,868.39,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,CEASED,42357,per Annum,1765.75,19885.65,4.75,74.74,3079.15,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2297.5,43673.68,94,2987.74,6371.35,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2372,45370.76,929.48,31594.13,6768.22,FALSE,FALSE
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2406,41782.91,312.53,8746.07,7785.07,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2285.25,42685.74,7.5,954.82,6435.54,FALSE,FALSE
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2289,43335.28,293.25,8326.49,3794.36,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2297.5,43643.75,35.75,1767.63,7748,FALSE,FALSE
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2392,45578.94,282,7382.46,8688.67,FALSE,FALSE
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2359.25,45005.6,96.25,2500.2,7020.96,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2297.5,43673.68,149.75,6158.19,7001.64,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2262,32458.65,138.18,3815.46,3080.23,FALSE,FALSE
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2388,45484.59,283.17,8159.64,4398.39,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/12/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2294.5,41498.29,57,1219.28,8328.42,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2296.75,42071.94,428.5,14111.2,5763.83,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2337.52,42646.1,341.75,10062.93,4810.9,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2355.5,39242.53,329.5,9524.2,5042.89,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2294,43798.31,20,642,7050.77,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,1938.75,34572.87,58.25,979.33,7456.19,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2296.25,42762.58,279.75,8611.62,7308.94,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2372,44626.56,366.75,10560.12,8695.42,FALSE,FALSE
