fiscal_year,payroll_number,agency_name,agency_start_date,work_location_borough,title_description,leave_status,base_salary,pay_basis,regular_hours,regular_gross_paid,ot_hours,total_ot_paid,total_other_pay,is_manager,is_violation
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2297.75,44185.35,226.08,5826.21,7020.69,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2348,41647.72,114.07,2905.39,6065.99,FALSE,FALSE
2025,57,FIRE DEPARTMENT,2/13/2023,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2296.25,43935.07,184,4544.19,7621.4,FALSE,FALSE
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2241.75,42874.38,350.08,10979.38,4294.43,FALSE,FALSE
2025,57,FIRE DEPARTMENT,10/11/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2297.5,44180.29,518,18335.38,6084.8,FALSE,FALSE
2025,57,FIRE DEPARTMENT,5/23/2022,BRONX,EMERGENCY MEDICAL SPECIALIST-EMT,ACTIVE,42357,per Annum,2301,42964.09,217.25,8056.46,8192.58,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,4/10/2023,BRONX,ELIGIBILITY SPECIALIST,CEASED,42484,per Annum,1344.37,31198.56,12,337.18,265.15,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,4/24/2023,BRONX,ELIGIBILITY SPECIALIST,CEASED,42484,per Annum,1050,22879.5,189.75,5245.94,1608.53,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,3/6/2023,BRONX,ELIGIBILITY SPECIALIST,CEASED,42484,per Annum,490,3325.26,16.25,467.99,329.98,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,5/1/2023,BRONX,ELIGIBILITY SPECIALIST,CEASED,42484,per Annum,28,719,28.25,759.54,144.41,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,3/13/2023,BRONX,ELIGIBILITY SPECIALIST,CEASED,42484,per Annum,852,11456.31,41.75,1169.97,334.81,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,6/3/2024,BRONX,ELIGIBILITY SPECIALIST,CEASED,42485,per Annum,350,814.44,0,0,-651.8,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,3/11/2024,BRONX,ELIGIBILITY SPECIALIST,CEASED,42485,per Annum,770,6584.45,0,0,162.92,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,9/25/2023,BRONX,ELIGIBILITY SPECIALIST,CEASED,42485,per Annum,1275,29258.57,250.5,7369.99,78.32,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,6/26/2023,BRONX,ELIGIBILITY SPECIALIST,CEASED,42485,per Annum,1043.93,24368.24,0,0,0,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,11/27/2023,BRONX,ELIGIBILITY SPECIALIST,CEASED,42485,per Annum,1066.5,21283.17,2.5,59.85,0,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,2/20/2024,BRONX,ELIGIBILITY SPECIALIST,CEASED,42485,per Annum,1190,19687.16,0,0,162.96,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,7/3/2023,BRONX,ELIGIBILITY SPECIALIST,CEASED,42485,per Annum,995,22697.46,0,0,488.88,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,9/18/2023,BRONX,ELIGIBILITY SPECIALIST,CEASED,42485,per Annum,1285.03,27985.94,21.75,554.07,39.86,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,6/3/2024,BRONX,ELIGIBILITY SPECIALIST,CEASED,42485,per Annum,1073,21078.12,0,0,0,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,4/8/2024,BRONX,ELIGIBILITY SPECIALIST,CEASED,42485,per Annum,420,9680.61,0,0,0,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,2/20/2024,BRONX,ELIGIBILITY SPECIALIST,CEASED,42485,per Annum,910,19295.01,5,116.27,1396.76,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,12/18/2023,BRONX,ELIGIBILITY SPECIALIST,CEASED,42485,per Annum,140,1562.23,3,71.78,1303.32,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,2/26/2024,BRONX,ELIGIBILITY SPECIALIST,CEASED,42485,per Annum,1428,32788.7,25.5,604.6,300.98,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,9/25/2023,BRONX,ELIGIBILITY SPECIALIST,CEASED,42485,per Annum,1330,31027.85,101.75,2660.3,1486.03,FALSE,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,3/3/2024,BRONX,COMMUNITY ASSOCIATE,CEASED,43033,per Annum,420,7566.09,2.5,88.33,8.25,FALSE,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,8/27/2023,BRONX,COMMUNITY ASSOCIATE,ON LEAVE,43033,per Annum,1190,22362.86,0,0,2008.25,FALSE,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,6/20/2024,BRONX,COMMUNITY ASSOCIATE,CEASED,43033,per Annum,699,15988.28,0,0,0,FALSE,FALSE
2025,56,POLICE DEPARTMENT,11/30/2021,BRONX,SCHOOL SAFETY AGENT,ACTIVE,43093,per Annum,2080,40855.29,287.5,8535.17,1500,FALSE,FALSE
2025,56,POLICE DEPARTMENT,11/30/2021,BRONX,SCHOOL SAFETY AGENT,ACTIVE,43093,per Annum,2080,40855.29,135.5,4064.98,1655.48,FALSE,FALSE
2025,56,POLICE DEPARTMENT,11/30/2021,BRONX,SCHOOL SAFETY AGENT,ACTIVE,43093,per Annum,2080,40855.29,620.5,18287.81,1572.64,FALSE,FALSE
2025,56,POLICE DEPARTMENT,11/30/2021,BRONX,SCHOOL SAFETY AGENT,ACTIVE,43093,per Annum,2080,40855.29,249,7384.95,1500,FALSE,FALSE
2025,56,POLICE DEPARTMENT,11/30/2021,BRONX,SCHOOL SAFETY AGENT,ACTIVE,43093,per Annum,2080,40855.29,714.5,21258.02,1608.87,FALSE,FALSE
2025,56,POLICE DEPARTMENT,11/30/2021,BRONX,SCHOOL SAFETY AGENT,ACTIVE,43093,per Annum,2080,40756.12,504.75,14878.27,1500,FALSE,FALSE
2025,56,POLICE DEPARTMENT,11/30/2021,BRONX,SCHOOL SAFETY AGENT,ACTIVE,43093,per Annum,2080,40855.29,216.75,6497.06,1500,FALSE,FALSE
2025,56,POLICE DEPARTMENT,11/20/2023,BRONX,POLICE ATTENDANT,ACTIVE,43207,per Annum,2080,41551.07,561,17545.7,4059.89,FALSE,FALSE
2025,56,POLICE DEPARTMENT,8/28/2023,BRONX,POLICE ATTENDANT,ACTIVE,43207,per Annum,2080,41872.09,440,13403.09,1906.16,FALSE,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,11/18/2009,BRONX,COMMUNITY ASSISTANT,CEASED,43353,per Annum,1715,37619.85,0,0,783.52,FALSE,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,3/2/2018,BRONX,COMMUNITY ASSISTANT,ACTIVE,43353,per Annum,1820,42013.24,49.5,1229.55,8.25,FALSE,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,11/29/2016,BRONX,COMMUNITY ASSISTANT,ACTIVE,43353,per Annum,1329,31801.65,37.5,1292.73,33,FALSE,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,1/14/2013,BRONX,COMMUNITY ASSISTANT,ACTIVE,43353,per Annum,1820,42013.24,5.5,189.6,49.5,FALSE,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,3/31/2014,BRONX,COMMUNITY ASSISTANT,ACTIVE,43353,per Annum,1820,42013.24,3,103.42,17,FALSE,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,6/11/2021,BRONX,COMMUNITY ASSISTANT,ACTIVE,43353,per Annum,1820,42013.24,0,0,0,FALSE,FALSE
2025,827,DEPARTMENT OF SANITATION,2/16/2016,BRONX,CITY ATTENDANT,ACTIVE,43421,per Annum,1704,32884.35,0,0,152.35,FALSE,FALSE
2025,56,POLICE DEPARTMENT,11/30/2011,BRONX,COMMUNITY ASSISTANT,ACTIVE,43460,per Annum,2080,42117.33,0,0,29.2,FALSE,FALSE
2025,56,POLICE DEPARTMENT,8/21/2018,BRONX,COMMUNITY ASSISTANT,ACTIVE,43460,per Annum,2080,42117.33,0,0,0,FALSE,FALSE
2025,56,POLICE DEPARTMENT,11/29/2021,BRONX,COMMUNITY ASSISTANT,ACTIVE,43460,per Annum,2080,42117.33,0,0,0,FALSE,FALSE
2025,56,POLICE DEPARTMENT,10/1/2021,BRONX,COMMUNITY ASSISTANT,ACTIVE,43460,per Annum,2080,42117.33,0,0,364.41,FALSE,FALSE
2025,56,POLICE DEPARTMENT,9/30/2019,BRONX,COMMUNITY ASSISTANT,ACTIVE,43460,per Annum,1416,28328.39,0,0,0,FALSE,FALSE
2025,56,POLICE DEPARTMENT,9/4/2018,BRONX,COMMUNITY ASSISTANT,ACTIVE,43460,per Annum,2080,42117.33,0.5,5.04,84.17,FALSE,FALSE
2025,56,POLICE DEPARTMENT,10/29/2021,BRONX,COMMUNITY ASSISTANT,ACTIVE,43460,per Annum,2080,34565.96,0,0,128.23,FALSE,FALSE
2025,56,POLICE DEPARTMENT,10/12/2016,BRONX,COMMUNITY ASSISTANT,ACTIVE,43460,per Annum,2080,42117.33,0,0,0,FALSE,FALSE
2025,56,POLICE DEPARTMENT,3/23/2020,BRONX,COMMUNITY ASSISTANT,ACTIVE,43460,per Annum,2080,42117.33,0,0,13.28,FALSE,FALSE
2025,56,POLICE DEPARTMENT,5/14/2018,BRONX,COMMUNITY ASSISTANT,ACTIVE,43460,per Annum,2080,36215.34,0,0,12.19,FALSE,FALSE
2025,56,POLICE DEPARTMENT,9/24/2010,BRONX,COMMUNITY ASSISTANT,ACTIVE,43460,per Annum,2080,42117.33,0,0,1230.71,FALSE,FALSE
2025,56,POLICE DEPARTMENT,2/18/2020,BRONX,COMMUNITY ASSISTANT,ACTIVE,43460,per Annum,2080,38212.06,0,0,387,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,3/27/2023,BRONX,ELIGIBILITY SPECIALIST,ON LEAVE,43865,per Annum,280,4809.29,0,0,1326.9,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,10/10/2023,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,42510.44,107.75,2759.46,542.95,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,10/10/2023,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1890,43723.59,16,404.05,266.49,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,2/20/2024,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,35420.04,0,0,0,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,6/3/2024,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,41662.3,0,0,0,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,2/26/2024,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,42505.71,138.25,3973.44,530.34,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,6/3/2024,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,42470.08,0,0,118.77,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,10/2/2023,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,42510.44,13.5,313.91,804.59,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,7/3/2023,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,41782.94,0,0,0,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,6/3/2024,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,42429.35,15.25,390.18,81.03,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,9/25/2023,BRONX,ELIGIBILITY SPECIALIST,CEASED,43866,per Annum,1750,40827.91,320.5,8868.13,239.93,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,5/20/2024,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,40075.86,169,5312.79,365.09,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,6/3/2024,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,41790.9,147.5,4225.56,155.83,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,9/25/2023,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,42510.44,0,0,0,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,3/18/2024,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,42510.44,3.75,135.06,320.56,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,2/12/2024,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,41689.82,44.5,1488.22,123.75,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,1/22/2024,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,42347.1,2,46.51,25.25,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,3/11/2024,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,42510.44,303.5,8770.55,517.48,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,6/17/2024,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,39290.55,0,0,0,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,6/3/2024,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1778,40939.38,18,524.44,149.79,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,2/26/2024,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,42067.36,29.5,709.2,77.07,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,11/27/2023,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,42508.58,25,703.43,963.27,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,10/16/2023,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,42343.2,199.25,5726.77,380.36,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,7/3/2023,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1456,34037.05,0,0,24.75,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,1/29/2024,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,42498.65,0,0,33,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,1/2/2024,BRONX,ELIGIBILITY SPECIALIST,ON LEAVE,43866,per Annum,1750,37882.01,0,0,90.75,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,1/2/2024,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,42510.44,12.75,438.92,115.5,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,7/10/2023,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1358,31505.02,318.75,10564.4,1558.37,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,5/28/2024,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,41885,0,0,0,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,1/22/2024,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,42021.56,160.25,4946.78,918.85,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,5/28/2024,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,42171.37,0,0,66,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,1/16/2024,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,42510.44,415.5,13848.58,2072.94,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,5/28/2024,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,40341.37,0,0,0,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,6/10/2024,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1855,42204.41,0,0,0,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,3/11/2024,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,42021.56,192.25,5528.51,352.21,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,10/10/2023,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,2030,38454.3,133.25,3646.68,1924.07,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,11/20/2023,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,26125.44,7.75,180.21,0,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,9/25/2023,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,42510.44,36.25,1203.39,1091.31,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,10/10/2023,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,42510.44,1,23.25,69.76,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,3/18/2024,BRONX,ELIGIBILITY SPECIALIST,ACTIVE,43866,per Annum,1820,39466.62,0,0,0,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,3/4/2013,BRONX,CLERICAL ASSOCIATE MOST MAYORAL AG,ACTIVE,43899,per Annum,1820,42542.52,908,30254.15,3871.31,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,2/13/2006,BRONX,CLERICAL ASSOCIATE MOST MAYORAL AG,ON LEAVE,43899,per Annum,1757,35013.36,90.25,2354.33,4659.67,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,6/28/2010,BRONX,CLERICAL ASSOCIATE MOST MAYORAL AG,ACTIVE,43899,per Annum,1820,42542.52,256,9327.42,4435.77,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,4/12/2010,BRONX,CLERICAL ASSOCIATE MOST MAYORAL AG,ON LEAVE,43899,per Annum,1820,39618.22,0,0,2210.18,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,10/24/2011,BRONX,CLERICAL ASSOCIATE MOST MAYORAL AG,ACTIVE,43899,per Annum,1820,42542.52,204.75,5624.67,4788.88,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,6/28/2011,BRONX,CLERICAL ASSOCIATE MOST MAYORAL AG,ACTIVE,44030,per Annum,1820,42647.31,0,0,6190.15,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,12/26/2000,BRONX,CLERICAL ASSOCIATE MOST MAYORAL AG,ACTIVE,44155,per Annum,1820,42768.34,593.5,20997.86,8112.15,FALSE,FALSE
2025,827,DEPARTMENT OF SANITATION,1/21/2014,BRONX,SANITATION ENFORCEMENT AGENT,ACTIVE,44259,per Annum,2080,31785.34,0,0,3688.57,FALSE,FALSE
2025,827,DEPARTMENT OF SANITATION,6/24/2013,BRONX,SANITATION ENFORCEMENT AGENT,ACTIVE,44259,per Annum,2080,44132.89,0,0,4385.38,FALSE,FALSE
2025,827,DEPARTMENT OF SANITATION,2/23/2009,BRONX,SANITATION ENFORCEMENT AGENT,ACTIVE,44259,per Annum,2080,43941.91,40,1347.26,4828.17,FALSE,FALSE
2025,827,DEPARTMENT OF SANITATION,6/24/2013,BRONX,SANITATION ENFORCEMENT AGENT,ACTIVE,44259,per Annum,2080,42080.37,28,844.17,5070.79,FALSE,FALSE
2025,827,DEPARTMENT OF SANITATION,9/10/2012,BRONX,SANITATION ENFORCEMENT AGENT,ACTIVE,44259,per Annum,2080,44132.89,40,1350.67,4353.2,FALSE,FALSE
2025,69,HRA/DEPT OF SOCIAL SERVICES,6/5/1989,BRONX,CLERICAL ASSOCIATE MOST MAYORAL AG,ACTIVE,44365,per Annum,1820,42971.56,0,0,8928.63,FALSE,FALSE
2025,56,POLICE DEPARTMENT,3/24/2017,BRONX,SCHOOL SAFETY AGENT,ACTIVE,44388,per Annum,2080,42727.97,134,4123.6,1500,FALSE,FALSE
2025,56,POLICE DEPARTMENT,1/29/2020,BRONX,SCHOOL SAFETY AGENT,ACTIVE,44388,per Annum,2080,42727.97,375,11609.87,1671.31,FALSE,FALSE
2025,56,POLICE DEPARTMENT,1/29/2020,BRONX,SCHOOL SAFETY AGENT,ACTIVE,44388,per Annum,2080,42727.97,282.25,8721.91,1582.56,FALSE,FALSE
2025,56,POLICE DEPARTMENT,10/1/2019,BRONX,SCHOOL SAFETY AGENT,ACTIVE,44388,per Annum,1608,24087.58,5,130.25,1524.75,FALSE,FALSE
2025,56,POLICE DEPARTMENT,5/31/2019,BRONX,SCHOOL SAFETY AGENT,ACTIVE,44388,per Annum,2080,32965.94,97.75,2508.52,1509.57,FALSE,FALSE
2025,56,POLICE DEPARTMENT,1/29/2020,BRONX,SCHOOL SAFETY AGENT,ACTIVE,44388,per Annum,2000,40669.66,49.5,1459.24,1541.25,FALSE,FALSE
2025,56,POLICE DEPARTMENT,1/29/2020,BRONX,SCHOOL SAFETY AGENT,ACTIVE,44388,per Annum,2080,42727.97,410.75,12680.31,1577.4,FALSE,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,9/5/2023,BRONX,COMMUNITY ASSOCIATE,ACTIVE,44432,per Annum,1820,43058.81,9,317.98,83,FALSE,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,10/22/2023,BRONX,COMMUNITY ASSOCIATE,ACTIVE,44432,per Annum,1820,42735.68,17.5,435.78,2024.75,FALSE,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,8/22/2023,BRONX,COMMUNITY ASSOCIATE,ACTIVE,44432,per Annum,1820,43058.81,0,0,2008.25,FALSE,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,6/9/2024,BRONX,COMMUNITY ASSOCIATE,ACTIVE,44432,per Annum,1820,42024.51,10,294.43,16.5,FALSE,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,2/4/2024,BRONX,COMMUNITY ASSOCIATE,ACTIVE,44432,per Annum,1820,43058.81,26,722.89,57.75,FALSE,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,9/7/2023,BRONX,COMMUNITY ASSOCIATE,ACTIVE,44432,per Annum,1260,30888.21,8.5,310.08,8.75,FALSE,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,8/27/2023,BRONX,COMMUNITY ASSOCIATE,ACTIVE,44432,per Annum,1820,43058.81,33,1154.13,2157.75,FALSE,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,9/5/2023,BRONX,COMMUNITY ASSOCIATE,ACTIVE,44432,per Annum,1820,43058.81,25.75,909.78,2116.5,FALSE,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,11/12/2023,BRONX,COMMUNITY ASSOCIATE,ACTIVE,44432,per Annum,1820,43058.81,66.5,2352.95,2289.75,FALSE,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,5/16/2024,BRONX,COMMUNITY ASSOCIATE,ACTIVE,44432,per Annum,1820,43058.81,101.25,3550.77,346.5,FALSE,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,1/2/2024,BRONX,COMMUNITY ASSOCIATE,ACTIVE,44432,per Annum,1820,43058.81,0,0,0,FALSE,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,7/9/2023,BRONX,COMMUNITY ASSOCIATE,ACTIVE,44432,per Annum,1820,43030.51,104.25,3330.23,2132,FALSE,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,5/5/2024,BRONX,COMMUNITY ASSOCIATE,ACTIVE,44432,per Annum,1820,42935.35,1.5,53,0,FALSE,FALSE